flight_id,total_revenue
20152,1552700
25931,1552600
1487,1552600
5406,1552200
4233,1551900
21972,1551900
26594,1551900
12643,1551100
22580,1548300
13461,1546800
1814,1546800
1839,1546800
22607,1546700
22625,1546600
408,1546200
319,1545700
2246,1545200
25066,1545200
27046,1545200
22585,1544900
470,1544600
6406,1544400
20991,1544400
11072,1544000
6375,1543200
6407,1543200
24241,1543000
25054,1542300
27062,1542200
1691,1542100
15435,1541200
1483,1541100
14882,1541000
1697,1540400
1539,1539700
20117,1539700
7097,1539300
22862,1539200
27120,1539200
18594,1539100
6053,1538800
351,1538700
24581,1537600
452,1537100
20160,1536900
12702,1536400
1366,1536000
483,1535200
17019,1535000
17049,1535000
6051,1534300
18033,1534000
390,1532900
22007,1532800
26891,1532400
22589,1532300
17483,1532300
313,1531500
375,1531500
1369,1531500
1368,1531300
25946,1531000
1747,1530800
22602,1530400
5394,1529800
1754,1529000
15436,1528900
12162,1528700
12165,1527500
1532,1526900
18553,1526800
20104,1526500
1501,1526500
1543,1526100
20871,1526000
359,1524900
13450,1524000
20145,1523800
1646,1523700
1647,1523700
6726,1522200
25277,1521400
24569,1520600
6046,1520600
6385,1520000
20230,1519800
25067,1519000
21040,1518800
18577,1518100
12093,1517900
348,1517800
28680,1516800
25956,1516600
5434,1516400
5441,1516400
5443,1516400
5457,1516400
14884,1516300
1866,1515900
6065,1515800
1750,1515500
4323,1515500
12212,1515200
15429,1515200
24245,1515100
1482,1514900
18517,1514800
22535,1514100
1726,1513700
12183,1513600
19915,1512800
1495,1512400
473,1511000
6072,1511000
24104,1510800
7113,1510200
21994,1509800
4407,1509600
4325,1509400
6075,1508700
21716,1508400
27116,1508000
1357,1507800
7120,1507400
12524,1507400
12966,1506600
12975,1506600
12992,1506600
12994,1506600
13001,1506600
13002,1506600
24265,1506600
6409,1505400
1650,1505300
5416,1505200
476,1504400
14869,1504200
6732,1503700
12087,1503200
5349,1503100
5407,1503000
441,1502800
19534,1502700
19546,1502700
442,1502600
17479,1501700
12176,1501500
15447,1501300
15760,1500900
13453,1500500
32869,1500000
1491,1499300
1720,1498500
10692,1498300
2493,1497500
20887,1497400
11202,1496800
12967,1496800
12976,1496800
5451,1496800
5459,1496800
5472,1496800
5477,1496800
5478,1496800
5485,1496800
1758,1496600
1768,1496500
17007,1495900
11595,1495400
5470,1494800
22013,1494800
1716,1494700
19565,1494200
24263,1493300
17067,1493200
24268,1492200
5531,1492100
13815,1491700
11059,1491100
14553,1490900
25905,1490900
6066,1490200
20130,1488800
18585,1488100
18603,1488000
12191,1487600
12054,1487200
5420,1487200
27083,1487100
5428,1487000
5432,1487000
5461,1487000
1384,1486900
12965,1486900
12977,1486900
5525,1486800
18535,1486700
20109,1486600
11841,1486100
12954,1486000
5460,1486000
7982,1485100
12547,1485000
482,1485000
7145,1484500
12696,1484400
7143,1484300
1484,1483500
12546,1482800
12769,1481800
22512,1481700
7126,1481400
7148,1481300
24247,1481300
329,1481100
355,1479800
21023,1479800
1762,1479500
5496,1479500
1717,1479400
1733,1477500
1753,1477500
11222,1477500
453,1477400
12953,1477200
12997,1477200
13000,1477200
13004,1477200
13456,1477200
26494,1477200
12990,1477100
5455,1477100
5439,1476200
5447,1476200
5448,1476200
1760,1475400
1677,1475200
18086,1474400
15430,1474000
310,1473900
366,1473800
374,1473800
20105,1473300
20103,1473200
1530,1473100
6516,1472900
12179,1472600
368,1472200
407,1472200
12055,1472100
1293,1471800
18560,1471700
24248,1470300
430,1469900
6094,1469500
25941,1469500
6047,1469400
14880,1468900
19911,1468900
20994,1468800
1393,1468000
22859,1467900
5449,1467400
12958,1467300
6088,1467100
5404,1467000
6067,1467000
327,1466800
11572,1466600
321,1466500
22549,1465700
17034,1465600
1865,1465500
14887,1465300
29447,1465200
5506,1465000
5365,1464800
6092,1464700
27070,1464100
1353,1463400
480,1462700
17071,1462600
12540,1462600
20151,1461700
437,1461700
434,1461600
19552,1461200
18044,1460900
25962,1460900
5368,1460400
5391,1460400
5409,1460400
5411,1460400
1509,1460200
12157,1460100
338,1459000
1728,1458500
1746,1458500
22028,1458300
25944,1458300
1679,1458200
13814,1458200
12978,1457600
5452,1457600
24143,1457600
28671,1457500
25949,1457200
12959,1456600
21019,1456600
1741,1456500
12050,1454400
27117,1454000
11591,1453100
6196,1452900
17013,1452600
12804,1452400
7115,1452200
4327,1451900
12678,1451800
14853,1451400
27121,1451200
346,1451000
4115,1450100
20195,1449600
22565,1449400
27075,1449400
20125,1448600
5446,1447800
5482,1447800
12951,1447800
13006,1447700
20181,1447700
20102,1447200
24285,1446300
24235,1446100
15421,1445100
12687,1444500
435,1444500
6056,1443800
15432,1443800
11577,1443800
11569,1443700
27578,1443400
12818,1443200
409,1442600
12503,1442400
312,1438800
12659,1438600
12519,1438000
5383,1438000
5424,1438000
5438,1438000
5469,1437900
5479,1437900
1735,1437500
1715,1437300
12663,1437300
308,1436600
12685,1436200
463,1436100
14879,1435500
20237,1435400
25076,1434600
20143,1434400
6744,1434000
15450,1432800
15456,1432800
24589,1432300
20204,1432000
14847,1431700
341,1431700
11614,1431500
11567,1430900
25930,1430000
14875,1430000
11563,1429400
12057,1429300
12673,1429200
2237,1428800
3245,1428200
3260,1428200
3290,1428200
3297,1428200
3313,1428200
3319,1428200
3337,1428200
3353,1428200
3358,1428200
12963,1428200
388,1427800
28007,1427600
5463,1427200
12086,1426400
18595,1425300
17040,1423800
18258,1423800
20122,1423800
7127,1423500
27096,1423400
18613,1423100
18568,1423000
11565,1423000
11617,1423000
4205,1422900
27122,1422800
20149,1422600
20985,1422400
1729,1422200
3252,1421900
3279,1421900
3298,1421900
6083,1420800
6039,1420700
18564,1420500
21988,1420300
5395,1420000
12181,1419100
12208,1419100
433,1418900
4333,1418700
18578,1418400
18559,1418200
18583,1418200
18566,1418100
11193,1418100
14868,1417800
1173,1417600
5465,1417300
12974,1417300
306,1417100
2462,1416900
4234,1416600
12192,1416400
4204,1416300
356,1416000
6054,1416000
14877,1416000
12541,1415600
22831,1415600
3251,1415600
3382,1415600
3385,1415600
3387,1415600
11878,1415500
11576,1415000
10698,1414600
11593,1414400
317,1414300
20207,1414200
13819,1413600
12066,1412900
1070,1412600
12697,1412500
12648,1410800
6392,1410200
3219,1409300
11607,1409200
21015,1409000
15737,1408900
332,1408900
8774,1408800
3364,1408700
3368,1408700
5427,1408400
25074,1408400
6386,1407800
20156,1407200
477,1406700
2239,1405500
15418,1405500
17986,1405200
6095,1404600
15763,1404100
8798,1404100
3232,1403100
2254,1402600
2256,1402600
3334,1402500
11596,1402100
322,1402000
5600,1401400
20916,1401400
339,1401300
11238,1401300
21978,1401200
25346,1401100
342,1400700
17078,1400400
22816,1400100
20225,1400000
6071,1399900
18600,1399600
12048,1399600
11228,1399500
12089,1399500
11203,1399400
30662,1398600
17990,1398600
14905,1398500
381,1398200
5582,1398000
12984,1397800
13005,1397800
5453,1397700
6064,1397300
12686,1397100
3329,1396800
21026,1396800
20199,1396700
3278,1396700
418,1396600
25955,1396600
20190,1396500
7087,1396500
12670,1396400
469,1396300
11616,1395500
12664,1395500
20158,1395500
20929,1395400
12698,1395400
5366,1395400
17005,1394900
22863,1394700
24085,1394700
27067,1394600
13463,1394200
1507,1394100
1498,1394000
11580,1393600
5405,1393200
27030,1393200
12189,1391800
5364,1391000
22688,1390700
3269,1390400
12190,1390400
12177,1390200
3257,1389800
3367,1389800
17031,1389200
5430,1388900
357,1388400
25933,1388300
5464,1388000
27629,1387900
11571,1386900
11568,1386300
20986,1385800
25907,1385700
20113,1385200
384,1384700
6707,1384600
21032,1383400
17496,1383300
424,1383300
429,1382600
22838,1382500
1734,1382000
11562,1381400
432,1380800
29449,1380800
12062,1380500
1719,1380400
1767,1380200
22003,1380200
12655,1380000
335,1379100
5433,1378900
12207,1378000
12552,1377400
20215,1377300
14907,1377200
12947,1377200
12173,1376700
22677,1376200
5373,1375200
6044,1374200
11610,1374000
21029,1373600
11575,1373400
1670,1373200
14456,1372900
14454,1372800
11612,1372800
6369,1372400
18614,1371900
28700,1371700
8293,1371500
27089,1371100
3237,1371100
3225,1371000
5505,1370900
13478,1370900
5421,1370800
1847,1370000
20989,1370000
6233,1369800
414,1369700
28685,1369600
20139,1369400
397,1368500
12037,1368500
7146,1368400
12960,1368300
27057,1368300
3349,1365400
450,1365100
13836,1365100
15433,1364300
15416,1364200
15426,1364200
12650,1363800
14898,1363200
4951,1363200
4957,1363200
4962,1363200
4967,1363200
4982,1363200
4989,1363200
4996,1363200
5011,1363200
5027,1363200
5032,1363200
5035,1363200
5048,1363200
5053,1363200
5074,1363200
5084,1363200
5088,1363200
5119,1363200
5126,1363200
5135,1363200
5152,1363200
5160,1363200
5170,1363200
5177,1363200
5187,1363200
5190,1363200
5197,1363200
5217,1363200
5225,1363200
1723,1363100
12196,1363100
1709,1363000
15449,1363000
21998,1362900
459,1362700
18522,1362300
4132,1361800
2135,1361600
15444,1361600
5493,1361400
20206,1361300
1712,1361100
11230,1361100
24092,1360800
7163,1360700
25957,1360300
21713,1359900
12987,1359500
3391,1359100
11236,1359000
4114,1358800
11615,1358300
11588,1358100
14851,1357800
4977,1357200
5004,1357200
5016,1357200
5042,1357200
5064,1357200
5141,1357200
5146,1357200
5204,1357200
5208,1357200
5213,1357200
5232,1357200
12646,1357000
17002,1356400
12681,1356100
4129,1355900
18615,1355700
1320,1355600
6835,1355500
20119,1355400
12053,1355100
27587,1353800
3226,1352800
26596,1352300
4197,1352000
3293,1351700
5238,1351200
18575,1351200
18587,1351100
11618,1351100
6057,1350800
11620,1350400
15423,1350400
12964,1349800
5468,1348700
27594,1347900
22864,1347800
5458,1347800
12986,1347700
14899,1347500
12689,1347000
6062,1346100
15520,1346000
22844,1346000
18496,1345900
1756,1345900
11601,1345500
25330,1345300
25335,1345300
4972,1345200
5130,1345200
5178,1345200
436,1344800
22860,1344300
1490,1343600
12277,1342700
25344,1342400
6555,1342200
22017,1342000
20189,1341900
18544,1341300
4421,1340800
29253,1340400
21975,1340100
22000,1339800
7140,1339500
7124,1339300
8427,1339200
5021,1339200
12090,1338800
17975,1338600
25921,1338500
11609,1338100
11573,1338000
349,1337300
19567,1336600
29145,1336500
29455,1336400
24125,1336100
22594,1335900
22610,1335900
15427,1335400
4320,1334300
3273,1333400
2443,1332900
15396,1332600
6042,1332500
1299,1332000
4406,1332000
17980,1332000
17995,1332000
10702,1331200
12693,1330600
22871,1330500
5380,1330400
1525,1330300
20116,1330300
18597,1330100
14459,1329900
20192,1329700
25207,1329000
12556,1328200
14850,1328000
6080,1327700
4108,1326900
3394,1326400
4119,1326400
13482,1326200
12544,1326000
9521,1325600
9534,1325600
12084,1325600
29141,1325500
14883,1324500
18507,1324500
427,1323900
12537,1323800
11578,1323100
1739,1323100
1764,1322900
21979,1322900
21987,1322900
20216,1322600
15756,1321800
328,1321600
30529,1321500
22016,1321100
12799,1321000
2481,1320800
15415,1320400
5466,1320300
7058,1319400
12982,1319400
12983,1319300
5483,1319300
8139,1317900
19913,1317600
28008,1317200
6765,1316500
6711,1316300
1515,1316200
324,1314900
9514,1314700
9540,1314700
9544,1314700
28647,1314700
3302,1314400
18272,1313800
25322,1313100
22653,1311700
27061,1310300
27101,1310200
22870,1309500
2249,1309500
12970,1309500
15442,1309400
15420,1309200
8610,1309200
3325,1308900
3338,1308800
14891,1308700
12163,1308000
12529,1308000
12201,1307900
11622,1307800
12068,1307700
27051,1307600
27065,1307600
27084,1307500
27058,1307400
15764,1307400
7093,1307300
8776,1307200
6055,1307000
14902,1306800
15445,1306600
25314,1306100
5350,1305900
13809,1305700
3484,1305400
5571,1304800
18598,1304500
7112,1304300
27615,1304100
28166,1304000
28174,1304000
21984,1303900
1769,1303900
9542,1303800
9568,1303800
28590,1303800
28630,1303800
28646,1303800
5377,1303600
12531,1303600
11058,1303500
11069,1303500
29189,1303500
8352,1303200
1489,1303000
7996,1302700
8357,1302600
6050,1302500
18593,1302300
13811,1302000
12557,1301400
1066,1300400
29239,1299900
12979,1299500
11063,1298700
12955,1298500
9307,1297900
27604,1297900
21837,1297600
22825,1297500
8532,1297200
12688,1297200
12204,1295700
6395,1295600
12209,1294500
369,1294400
4235,1294300
2487,1294200
425,1293000
12035,1293000
12171,1293000
9530,1292900
9552,1292900
12080,1292900
20211,1292600
2787,1292500
4409,1292000
4417,1292000
25343,1292000
29438,1292000
28618,1291800
423,1291500
8360,1291200
8525,1291200
8537,1291200
8620,1291200
14470,1290900
5426,1290700
22843,1290200
8285,1289800
12684,1289800
21705,1289800
14858,1289200
20219,1289200
25337,1289200
7745,1288100
29442,1287600
14876,1287400
11600,1287300
13470,1287000
6378,1287000
19581,1286600
2243,1286200
18596,1286100
18604,1286100
5098,1285200
8480,1284600
22002,1284600
28640,1282000
9520,1282000
7142,1281400
12530,1281200
5419,1281200
18582,1281200
471,1281100
21996,1281000
24597,1280900
28587,1280900
9559,1280900
15412,1280700
15438,1280500
12532,1279000
362,1278500
20150,1278300
307,1277800
11585,1277600
25193,1277600
411,1276900
20191,1273300
8507,1273200
8617,1273200
14873,1271400
9562,1271100
28595,1271100
9515,1271000
9569,1271000
28655,1269800
8342,1269700
6000,1268600
13824,1268500
13884,1268100
30524,1267000
12213,1266900
15455,1266800
488,1266800
8462,1266600
1740,1266000
1738,1265600
1534,1264000
12043,1263300
6750,1262100
18077,1261800
8303,1261500
8582,1261200
13474,1261000
8642,1260600
28598,1260200
28602,1260100
28625,1260100
9533,1260100
8435,1260000
29156,1259500
7161,1259300
14174,1259100
28593,1259100
2772,1258400
2491,1258200
6085,1258200
20180,1257400
14195,1257200
2236,1257100
7100,1255400
27123,1255200
12199,1254700
5257,1254400
1378,1254300
8407,1254000
8627,1254000
14878,1253800
19526,1253700
15526,1252400
7150,1252400
14895,1252100
20228,1252000
12083,1251600
28705,1251300
25191,1251200
455,1249700
28017,1249600
1351,1249500
28643,1249300
10713,1249300
7104,1249200
28626,1249200
9547,1249100
6551,1249000
416,1248700
364,1248500
29148,1248500
29184,1248500
391,1248400
9513,1248200
12652,1248200
12692,1247900
4414,1247600
2781,1247400
29187,1247400
22636,1247300
9519,1247100
9565,1247100
22018,1246700
22637,1245600
2132,1245600
6506,1245500
6540,1244100
22676,1244100
3398,1244000
27609,1243900
8447,1243200
8552,1243200
8640,1243200
8522,1242600
9384,1241800
9866,1241500
8487,1240800
15446,1240600
6564,1240600
22868,1239600
461,1238900
3377,1238900
8263,1238900
1806,1238800
291,1238700
5386,1238600
9545,1238400
9535,1238300
28642,1238300
8218,1237600
29143,1237500
2793,1237500
2801,1237500
2807,1237500
18611,1237500
18570,1237400
8607,1236600
29181,1236400
6404,1234600
32872,1234300
12038,1233600
29234,1233600
447,1233500
6048,1232700
468,1232500
8243,1232200
8335,1231500
13813,1231300
32447,1231300
6532,1231300
6519,1231200
10739,1230900
8232,1230700
14633,1230600
18588,1230200
27060,1229200
9536,1227400
9555,1227400
13481,1227200
1538,1226500
8195,1226400
27049,1226300
28604,1226300
27093,1226200
2789,1225400
27596,1225200
8497,1225200
8188,1225100
20110,1225100
8470,1224600
5361,1224400
19232,1224300
7947,1223900
11212,1223700
24087,1223300
22850,1222500
22574,1222400
28168,1222200
13007,1221100
27097,1220500
7133,1220400
14860,1220200
29478,1219900
17088,1219600
17094,1219600
17103,1219600
17110,1219600
17113,1219600
17115,1219600
17123,1219600
17129,1219600
17132,1219600
17134,1219600
11085,1219600
11086,1219600
11094,1219600
11099,1219600
11101,1219600
11102,1219600
11119,1219600
11128,1219600
11130,1219600
8215,1219400
1826,1219300
8402,1218600
5375,1218400
8220,1218200
8467,1218000
12642,1217800
13451,1217700
14872,1216900
12649,1216700
6202,1216500
30822,1216500
12549,1216200
5392,1216200
5398,1216200
2784,1215500
28635,1215400
28613,1215300
8822,1215300
6530,1215200
29139,1214400
29170,1214400
9598,1213700
20128,1213500
8567,1213200
8637,1213200
20670,1212900
19422,1212600
8432,1212600
8221,1212400
5253,1212400
30834,1212300
8382,1212000
8555,1212000
12543,1211800
11075,1211700
11105,1211700
11110,1211700
11122,1211700
17082,1211700
17086,1211700
17108,1211700
17109,1211700
17116,1211700
17117,1211700
17130,1211700
17139,1211700
6068,1211600
17093,1211000
8811,1210400
22658,1210300
28678,1210300
6747,1209400
15454,1209300
12286,1208600
10710,1208400
12656,1208400
27612,1207500
8198,1207400
17018,1207300
12695,1207200
8392,1206600
8326,1206300
28636,1205600
28632,1205500
8417,1205400
22852,1205000
20232,1204800
20864,1204800
28596,1204500
29163,1204500
2817,1204500
17083,1203800
17102,1203800
17137,1203800
11084,1203800
11093,1203800
28621,1203500
28601,1203400
8069,1203100
11127,1203100
7941,1203000
8037,1202900
8018,1202700
9541,1202300
29161,1202300
20154,1201900
20138,1201700
14896,1201300
14906,1201100
30533,1200700
8173,1200600
20107,1200500
8595,1200000
14892,1199300
25055,1198900
29444,1198800
12651,1197900
3465,1197500
22639,1197500
11118,1195900
11120,1195900
11133,1195900
17118,1195900
17131,1195900
28169,1195800
15410,1195700
22664,1195600
2486,1195500
11124,1195200
23186,1195200
8246,1195000
8201,1194300
8202,1193800
5417,1193800
5456,1193000
5431,1192700
29160,1192400
29195,1192400
28958,1192100
12512,1191600
12542,1191600
8252,1191200
6093,1191000
29218,1190800
7427,1189800
8042,1189700
12507,1189400
5393,1189400
22029,1189300
22847,1189200
11187,1189200
20141,1188700
8259,1188200
11100,1188100
11132,1188000
8254,1187900
10689,1187900
10699,1187900
10741,1187900
12044,1187900
22846,1187500
22851,1187400
11073,1187400
11125,1187300
17091,1187300
20227,1186900
27605,1186400
15452,1185900
18608,1185900
11590,1185600
30578,1184400
18589,1183700
20179,1183600
20210,1183400
14579,1183300
22648,1182900
28611,1182700
29177,1182500
1423,1182500
2777,1182500
12962,1182000
3238,1181800
15443,1180600
28607,1180500
11077,1180200
11109,1180200
17085,1180200
17104,1180200
17099,1180100
9383,1179800
11121,1179500
14594,1179200
24238,1178800
6554,1177800
12287,1177700
6372,1177200
6749,1177100
30820,1177100
8156,1177000
7930,1176900
8308,1176400
7942,1175600
14167,1175600
12665,1175500
24598,1175400
18538,1174700
1522,1174200
24138,1173900
14150,1173600
12771,1173500
14466,1173500
5436,1173200
28637,1172800
11089,1172300
11090,1172300
11098,1172300
14186,1172000
25206,1172000
28175,1172000
22829,1171900
22872,1171900
26578,1171700
1432,1171500
5500,1171500
17096,1171500
17133,1171500
2766,1170400
29176,1170400
29221,1170400
22839,1170300
8171,1169800
8067,1169700
25194,1169400
8192,1169300
3261,1169300
7447,1169200
12535,1169200
24232,1168900
24273,1168800
8144,1168700
8159,1168600
25108,1168500
2374,1168500
27048,1168400
11834,1168400
8082,1168300
14576,1168100
20209,1167600
10714,1167600
15731,1166900
6224,1166500
6217,1166400
27063,1165500
7107,1165200
11106,1164500
11103,1164300
32448,1164300
932,1164200
943,1164200
956,1164200
971,1164200
16562,1164200
17124,1163700
11104,1163700
8115,1163600
17101,1163600
215,1163500
5435,1163300
6036,1162900
8135,1162800
19386,1162600
21017,1162600
150,1162200
15719,1162100
15755,1162000
9558,1161900
24623,1161900
1516,1161600
5462,1161400
28629,1160900
9518,1160700
13818,1160600
12787,1160100
29174,1159400
27044,1159200
26560,1159000
29200,1158800
12047,1158400
28980,1158300
28997,1158300
1476,1157800
12158,1157400
12215,1157100
8231,1156800
17122,1156600
8057,1156300
20854,1155900
11111,1155800
18504,1155500
21672,1155000
14203,1154700
4413,1154400
29450,1154400
14588,1154300
32445,1153200
25080,1152900
22832,1152700
14199,1152700
8172,1151700
12988,1151300
22004,1151100
9550,1151000
12289,1149700
117,1149700
29153,1149500
21006,1149200
7472,1149200
10735,1149100
7452,1148900
22654,1148900
28622,1148900
17120,1148600
20194,1148500
2814,1148400
6723,1148200
20226,1148200
14855,1148100
7426,1148000
1518,1147300
21991,1147300
10696,1147000
13465,1145900
23185,1145800
6565,1145600
28684,1145000
17025,1144400
24577,1143000
5474,1142700
12780,1142500
12995,1142300
8141,1142100
12164,1142100
74,1141600
927,1141100
16569,1141100
16597,1141100
17095,1140700
14149,1140700
9523,1140100
9561,1140100
1860,1139900
8367,1138800
2770,1138500
29136,1138500
29173,1138500
7439,1138300
7450,1138300
7446,1138200
14190,1137200
22866,1137100
27054,1136700
27085,1136700
7147,1136700
29006,1136500
29219,1136400
6524,1136100
26929,1135800
14156,1135500
485,1135100
25052,1134900
26923,1134300
14867,1134300
21981,1134100
7041,1134100
8587,1134000
19570,1133300
22655,1132900
8179,1132700
17087,1132700
8236,1131900
12820,1131800
6731,1131300
8239,1131100
20200,1130600
30650,1130300
22019,1130200
8339,1129800
8055,1128900
361,1128700
20221,1128700
28670,1128700
5627,1128600
5643,1128600
5650,1128600
5654,1128600
15341,1128600
15352,1128600
15356,1128600
15370,1128600
15374,1128600
15387,1128600
15393,1128600
21009,1128400
29223,1127500
2804,1127500
17271,1127300
19373,1127200
6384,1127200
28697,1126700
12526,1126600
29179,1126400
2788,1126400
7449,1125600
2774,1125300
2805,1125300
11074,1124900
24117,1124800
438,1124600
13477,1124600
20889,1124500
19073,1124200
19075,1124200
19086,1124200
15754,1123400
12518,1122200
12968,1122000
8028,1121900
8011,1121400
5096,1121400
6040,1121300
22861,1121100
23180,1121100
26881,1121100
29483,1121100
14201,1119700
14204,1119700
22823,1119600
5619,1119300
5644,1119300
5665,1119300
15338,1119300
15364,1119300
15366,1119300
15371,1119300
15378,1119300
27286,1119100
12282,1119100
30530,1118900
3341,1118900
6063,1118800
8832,1118400
9551,1118300
7438,1118200
947,1118000
967,1118000
14170,1117800
3359,1117600
21977,1117100
28645,1117100
12059,1116700
6562,1116700
22691,1116600
25342,1116600
8282,1116500
7414,1115900
16589,1115700
2815,1115400
29186,1115400
7415,1115000
6511,1115000
7462,1114900
20222,1114800
4411,1114400
7430,1113900
19412,1113800
15723,1113700
190,1113700
28966,1113700
8815,1113500
22662,1113300
8166,1113100
20184,1112800
13486,1111900
25265,1111900
20235,1111500
22010,1111100
1821,1110600
27331,1110100
5610,1110000
5614,1110000
5666,1110000
15348,1110000
15380,1110000
15385,1109100
18545,1108500
26489,1108500
451,1107900
7960,1107500
9,1107400
315,1106800
12809,1106500
12505,1106400
28617,1106300
1655,1106200
2806,1105500
8334,1105500
8233,1105300
7428,1105200
7099,1104800
21712,1104800
7756,1104500
29224,1104400
28703,1104300
2442,1104100
19368,1104000
2816,1103300
29149,1103300
11589,1102500
12195,1102400
22875,1102300
15441,1102200
14192,1102200
12562,1102000
6096,1101900
6112,1101900
19069,1101900
27052,1101700
10114,1101300
11832,1101300
11857,1101300
11095,1101200
17140,1101100
5653,1100800
5624,1100700
5663,1100700
22642,1100600
22673,1100500
22652,1100400
14157,1100400
14159,1100300
8203,1098900
6521,1098900
14196,1098800
14176,1098600
13868,1098500
8277,1097800
4130,1097300
6733,1097100
20229,1097100
8370,1096800
27276,1096300
4265,1096000
29225,1095600
1486,1095300
926,1094900
7953,1094900
2765,1094500
9578,1094100
12281,1094100
9582,1094000
23089,1093800
21992,1093700
24604,1093600
14864,1093600
29182,1093400
29192,1093400
1422,1093400
1426,1093400
2820,1093400
11096,1093200
28961,1093000
9594,1092900
17100,1092700
5192,1092600
12690,1092400
20679,1092400
15326,1092300
20923,1091900
9574,1091800
12694,1091400
24129,1091300
9579,1090800
19410,1090600
25201,1090200
25119,1089800
18515,1089800
19389,1089400
19411,1089400
1669,1088100
5491,1087900
8128,1087900
27614,1086700
7425,1086100
28634,1085600
29212,1085100
17105,1084600
11582,1084500
12046,1084000
7436,1083800
2799,1083500
15282,1083300
15309,1083300
15313,1083300
15327,1083300
6538,1083100
14182,1083100
14207,1083100
14163,1083000
22684,1082800
22678,1082700
29162,1082400
2768,1082400
2800,1082400
5625,1082200
5648,1082200
5664,1082200
2133,1082100
5628,1082100
15340,1082100
15376,1082100
27333,1082100
9608,1081900
10099,1081500
20193,1081300
28967,1081200
5642,1081200
8025,1081000
22830,1079700
20197,1079600
6104,1079600
32440,1078800
24142,1078600
27050,1078400
27068,1078400
19424,1078400
21844,1077900
14849,1077800
119,1075800
27019,1075500
12980,1075100
1056,1075000
8006,1074900
11602,1074600
28639,1074600
5179,1074600
8031,1074400
4965,1074000
8226,1073700
15409,1073700
28641,1073500
21709,1073200
1683,1073000
2795,1072500
387,1072400
7424,1072300
7440,1072200
6091,1072200
23114,1072100
12956,1071900
29481,1071700
19049,1071400
9593,1071200
29443,1070000
11091,1069700
9921,1069600
27300,1069500
16580,1069500
4316,1069400
20111,1069300
14160,1069200
12291,1068900
4305,1068300
8089,1068100
28010,1068000
8122,1067900
14155,1067500
14191,1067500
14175,1067400
24264,1067100
8575,1066800
6509,1066700
5229,1066200
1286,1065600
1307,1065600
18003,1065600
8790,1065300
15727,1065200
19391,1065000
19400,1065000
233,1064100
19407,1063800
5609,1063700
15347,1063600
15355,1063600
15382,1063600
7437,1063600
7443,1063500
5632,1063500
5657,1063500
15388,1063500
15394,1063500
10090,1063200
70,1063200
7434,1062700
15339,1062600
12172,1062500
15413,1062400
20466,1062400
5425,1062100
169,1061600
2802,1061500
7421,1061500
29220,1061500
29254,1061500
9605,1061400
11115,1061000
7951,1060900
7988,1060900
4980,1060800
2782,1060400
29146,1060400
1464,1059300
2791,1059300
19243,1059300
18542,1059200
24243,1058500
5381,1057200
27291,1057100
27319,1056700
2255,1056300
11223,1055600
7985,1055400
25,1054600
401,1054500
5637,1054400
5626,1054300
5629,1054300
6526,1054000
22022,1053700
7935,1053500
5651,1053400
27943,1053300
392,1053100
7448,1053100
7455,1052800
13513,1052800
6550,1052300
7460,1051900
7469,1051900
22840,1051800
9554,1050600
5189,1050600
6512,1050600
2786,1050500
2792,1050500
25057,1050500
28985,1050500
19252,1050500
14166,1050100
22822,1050000
7105,1049600
1437,1049400
5149,1049400
8167,1049100
8205,1049100
18556,1049100
16557,1048700
16570,1048700
945,1048700
9603,1048400
14158,1048300
7979,1048100
8132,1047500
7918,1047300
98,1047300
29175,1047200
22869,1046500
942,1046400
973,1046400
11123,1046100
11081,1046000
27298,1045500
2320,1045500
27301,1045300
10724,1045100
5649,1045000
23174,1044600
4310,1044100
27297,1044000
27310,1044000
443,1043900
20674,1043200
4312,1042900
6197,1041900
19536,1041800
13544,1041800
13823,1041600
3320,1041600
7454,1041200
29204,1041200
28589,1040800
141,1040600
19371,1040600
7468,1040200
8078,1040200
28616,1039800
1421,1039500
28999,1039400
7423,1039100
1214,1038600
4726,1038500
1445,1038400
2822,1038400
25331,1038400
29164,1038400
19279,1038400
13554,1038200
4948,1038000
9623,1037700
9615,1037600
9610,1037500
11117,1037400
1427,1037300
2824,1037300
4953,1036800
11083,1036600
11209,1036400
6556,1036100
8041,1035300
5579,1035100
15367,1034800
1218,1034600
6539,1034600
1052,1034200
27305,1033900
6102,1032700
19079,1032700
22675,1032600
22827,1032500
22858,1032500
14154,1032500
14164,1032500
14197,1032500
27279,1031400
10891,1030900
14187,1030800
11108,1030300
26603,1030200
4278,1030200
4299,1030000
4328,1029600
13527,1029600
11126,1029500
257,1029400
14185,1029000
3286,1028900
28959,1028700
10890,1028600
13563,1028400
19372,1028400
19413,1028400
21039,1028400
9602,1027600
7445,1027400
29138,1027400
29165,1027400
29169,1027400
1444,1027400
1459,1027400
2783,1027400
6411,1027200
20238,1026900
5613,1026400
5667,1026400
1439,1026300
5054,1026000
5171,1026000
966,1025600
975,1025600
9577,1025600
29453,1025600
15384,1025500
14888,1025200
29152,1025200
8210,1025200
12045,1025000
11599,1024400
19285,1024100
27056,1023700
8323,1023600
22538,1023200
29491,1022300
11079,1022300
9900,1022000
1053,1022000
8002,1021900
6523,1021700
15406,1021600
4419,1021200
29201,1020600
7970,1019800
21980,1019700
7419,1019600
