flight_id,total_seats,occupied_seats,occupancy_rate
7145,45,45,100.0000
7148,39,39,100.0000
7152,70,70,100.0000
7153,96,96,100.0000
7154,76,76,100.0000
7155,50,50,100.0000
7156,95,95,100.0000
7160,48,48,100.0000
7162,74,74,100.0000
7164,96,96,100.0000
7165,77,77,100.0000
7173,27,27,100.0000
7176,19,19,100.0000
7177,27,27,100.0000
7178,24,24,100.0000
7179,17,17,100.0000
7180,24,24,100.0000
7184,24,24,100.0000
7186,14,14,100.0000
7187,21,21,100.0000
7188,19,19,100.0000
7189,22,22,100.0000
7192,18,18,100.0000
7193,16,16,100.0000
7194,18,18,100.0000
7197,20,20,100.0000
7200,24,24,100.0000
7202,14,14,100.0000
7204,28,28,100.0000
7206,26,26,100.0000
7209,19,19,100.0000
7211,23,23,100.0000
7212,24,24,100.0000
7214,23,23,100.0000
7215,18,18,100.0000
7216,16,16,100.0000
7218,18,18,100.0000
7223,22,22,100.0000
7224,19,19,100.0000
7226,15,15,100.0000
7227,37,37,100.0000
7228,16,16,100.0000
7230,9,9,100.0000
7231,5,5,100.0000
7232,3,3,100.0000
7233,5,5,100.0000
7234,9,9,100.0000
7235,9,9,100.0000
7236,3,3,100.0000
7237,5,5,100.0000
7240,8,8,100.0000
7241,6,6,100.0000
7242,5,5,100.0000
7244,8,8,100.0000
7245,5,5,100.0000
7246,6,6,100.0000
7248,7,7,100.0000
7253,6,6,100.0000
7255,2,2,100.0000
7257,5,5,100.0000
7258,7,7,100.0000
7260,7,7,100.0000
7263,3,3,100.0000
7266,5,5,100.0000
7267,4,4,100.0000
7272,4,4,100.0000
7274,9,9,100.0000
7278,5,5,100.0000
7280,5,5,100.0000
7282,5,5,100.0000
7285,5,5,100.0000
7287,11,11,100.0000
7288,6,6,100.0000
7291,87,87,100.0000
7292,87,87,100.0000
7293,89,89,100.0000
7294,91,91,100.0000
7295,90,90,100.0000
7296,85,85,100.0000
7297,90,90,100.0000
7299,90,90,100.0000
7302,96,96,100.0000
7305,95,95,100.0000
7308,92,92,100.0000
7309,95,95,100.0000
7310,86,86,100.0000
7311,91,91,100.0000
7312,96,96,100.0000
7316,85,85,100.0000
7317,88,88,100.0000
7323,81,81,100.0000
7326,94,94,100.0000
7327,96,96,100.0000
7331,87,87,100.0000
7332,73,73,100.0000
7333,81,81,100.0000
7335,83,83,100.0000
7337,92,92,100.0000
7339,97,97,100.0000
7342,95,95,100.0000
7346,95,95,100.0000
7348,90,90,100.0000
7349,87,87,100.0000
7350,89,89,100.0000
7351,84,84,100.0000
7352,70,70,100.0000
7354,63,63,100.0000
7357,71,71,100.0000
7358,75,75,100.0000
7362,83,83,100.0000
7363,94,94,100.0000
7364,56,56,100.0000
7366,79,79,100.0000
7368,85,85,100.0000
7371,61,61,100.0000
7372,95,95,100.0000
7377,61,61,100.0000
7379,86,86,100.0000
7382,68,68,100.0000
7383,85,85,100.0000
7385,73,73,100.0000
7386,73,73,100.0000
7388,62,62,100.0000
7390,76,76,100.0000
7392,82,82,100.0000
7395,86,86,100.0000
7396,90,90,100.0000
7397,78,78,100.0000
7398,68,68,100.0000
7400,60,60,100.0000
7401,79,79,100.0000
7402,91,91,100.0000
7404,79,79,100.0000
7405,83,83,100.0000
7409,83,83,100.0000
7418,78,78,100.0000
7419,77,77,100.0000
7420,74,74,100.0000
7422,80,80,100.0000
7423,81,81,100.0000
7425,89,89,100.0000
7427,93,93,100.0000
7428,85,85,100.0000
7430,86,86,100.0000
7431,74,74,100.0000
7435,75,75,100.0000
7436,83,83,100.0000
7437,85,85,100.0000
7438,92,92,100.0000
7439,88,88,100.0000
7440,84,84,100.0000
7445,80,80,100.0000
7446,86,86,100.0000
7447,87,87,100.0000
7449,87,87,100.0000
7450,88,88,100.0000
7451,71,71,100.0000
7456,57,57,100.0000
7458,75,75,100.0000
7460,84,84,100.0000
7461,76,76,100.0000
7462,86,86,100.0000
7464,80,80,100.0000
7465,77,77,100.0000
7468,83,83,100.0000
7469,84,84,100.0000
7475,16,16,100.0000
7477,11,11,100.0000
7478,13,13,100.0000
7479,18,18,100.0000
7481,18,18,100.0000
7482,21,21,100.0000
7483,17,17,100.0000
7484,21,21,100.0000
7485,14,14,100.0000
7487,21,21,100.0000
7488,20,20,100.0000
7489,18,18,100.0000
7490,21,21,100.0000
7491,14,14,100.0000
7494,16,16,100.0000
7501,13,13,100.0000
7504,19,19,100.0000
7505,20,20,100.0000
7507,12,12,100.0000
7509,18,18,100.0000
7514,17,17,100.0000
7516,17,17,100.0000
7518,17,17,100.0000
7519,16,16,100.0000
7520,13,13,100.0000
7521,14,14,100.0000
7523,10,10,100.0000
7525,19,19,100.0000
7526,21,21,100.0000
7530,11,11,100.0000
7533,16,16,100.0000
7534,83,83,100.0000
7535,30,30,100.0000
7536,23,23,100.0000
7546,85,85,100.0000
7549,25,25,100.0000
7568,23,23,100.0000
7569,84,84,100.0000
7571,23,23,100.0000
7572,86,86,100.0000
7574,42,42,100.0000
7575,82,82,100.0000
7578,84,84,100.0000
7580,84,84,100.0000
7581,31,31,100.0000
7582,18,18,100.0000
7586,88,88,100.0000
7595,85,85,100.0000
7596,14,14,100.0000
7598,83,83,100.0000
7599,22,22,100.0000
7601,84,84,100.0000
7602,25,25,100.0000
7607,85,85,100.0000
7608,41,41,100.0000
7610,84,84,100.0000
7611,21,21,100.0000
7612,83,83,100.0000
7613,26,26,100.0000
7624,30,30,100.0000
7625,85,85,100.0000
7631,30,30,100.0000
7632,85,85,100.0000
7633,23,23,100.0000
7637,28,28,100.0000
7639,85,85,100.0000
7640,87,87,100.0000
7642,23,23,100.0000
7643,86,86,100.0000
7646,20,20,100.0000
7647,83,83,100.0000
7653,23,23,100.0000
7659,23,23,100.0000
7660,84,84,100.0000
7666,82,82,100.0000
7668,85,85,100.0000
7669,18,18,100.0000
7670,27,27,100.0000
7672,83,83,100.0000
7673,24,24,100.0000
7679,86,86,100.0000
7680,34,34,100.0000
7681,26,26,100.0000
7683,86,86,100.0000
7694,37,37,100.0000
7695,85,85,100.0000
7697,83,83,100.0000
7699,15,15,100.0000
7705,85,85,100.0000
7706,23,23,100.0000
7709,30,30,100.0000
7710,85,85,100.0000
7716,84,84,100.0000
7717,247,247,100.0000
7719,246,246,100.0000
7720,305,305,100.0000
7721,325,325,100.0000
7723,239,239,100.0000
7726,257,257,100.0000
7727,246,246,100.0000
7732,266,266,100.0000
7734,323,323,100.0000
7735,323,323,100.0000
7736,329,329,100.0000
7737,345,345,100.0000
7738,346,346,100.0000
7739,323,323,100.0000
7741,322,322,100.0000
7744,290,290,100.0000
7748,321,321,100.0000
7749,323,323,100.0000
7753,318,318,100.0000
7755,334,334,100.0000
7762,313,313,100.0000
7763,245,245,100.0000
7766,322,322,100.0000
7768,241,241,100.0000
7769,318,318,100.0000
7770,337,337,100.0000
7771,303,303,100.0000
7772,320,320,100.0000
7773,321,321,100.0000
7775,280,280,100.0000
7776,334,334,100.0000
7778,15,15,100.0000
7779,9,9,100.0000
7780,12,12,100.0000
7783,12,12,100.0000
7785,14,14,100.0000
7786,3,3,100.0000
7788,14,14,100.0000
7793,15,15,100.0000
7795,11,11,100.0000
7798,34,34,100.0000
7799,32,32,100.0000
7800,24,24,100.0000
7802,32,32,100.0000
7807,32,32,100.0000
7808,36,36,100.0000
7809,32,32,100.0000
7810,33,33,100.0000
7811,25,25,100.0000
7813,34,34,100.0000
7815,23,23,100.0000
7817,47,47,100.0000
7822,28,28,100.0000
7823,32,32,100.0000
7824,33,33,100.0000
7825,25,25,100.0000
7826,32,32,100.0000
7828,24,24,100.0000
7829,34,34,100.0000
7834,40,40,100.0000
7836,44,44,100.0000
7837,38,38,100.0000
7841,31,31,100.0000
7843,23,23,100.0000
7844,27,27,100.0000
7845,32,32,100.0000
7846,28,28,100.0000
7847,34,34,100.0000
7848,26,26,100.0000
7851,27,27,100.0000
7856,31,31,100.0000
7858,18,18,100.0000
7859,17,17,100.0000
7861,13,13,100.0000
7862,11,11,100.0000
7863,12,12,100.0000
7866,12,12,100.0000
7867,11,11,100.0000
7869,20,20,100.0000
7870,15,15,100.0000
7871,12,12,100.0000
7876,13,13,100.0000
7879,15,15,100.0000
7880,18,18,100.0000
7881,14,14,100.0000
7882,23,23,100.0000
7884,11,11,100.0000
7885,22,22,100.0000
7887,19,19,100.0000
7891,22,22,100.0000
7894,11,11,100.0000
7899,11,11,100.0000
7901,16,16,100.0000
7903,11,11,100.0000
7904,10,10,100.0000
7905,17,17,100.0000
7906,17,17,100.0000
7908,10,10,100.0000
7912,14,14,100.0000
7913,14,14,100.0000
7915,14,14,100.0000
7916,13,13,100.0000
7918,114,114,100.0000
7925,68,68,100.0000
7926,116,116,100.0000
7929,61,61,100.0000
7930,131,131,100.0000
7935,117,117,100.0000
7936,54,54,100.0000
7938,22,22,100.0000
7941,133,133,100.0000
7942,129,129,100.0000
7943,74,74,100.0000
7945,19,19,100.0000
7947,140,140,100.0000
7952,64,64,100.0000
7953,123,123,100.0000
7958,39,39,100.0000
7960,121,121,100.0000
7968,100,100,100.0000
7984,48,48,100.0000
7985,119,119,100.0000
7988,120,120,100.0000
7989,20,20,100.0000
7993,53,53,100.0000
7996,144,144,100.0000
7997,36,36,100.0000
7998,106,106,100.0000
8006,122,122,100.0000
8007,43,43,100.0000
8011,121,121,100.0000
8012,32,32,100.0000
8018,139,139,100.0000
8019,21,21,100.0000
8021,35,35,100.0000
8031,124,124,100.0000
8033,36,36,100.0000
8040,50,50,100.0000
8041,116,116,100.0000
8043,53,53,100.0000
8055,126,126,100.0000
8056,39,39,100.0000
8068,23,23,100.0000
8069,135,135,100.0000
8073,113,113,100.0000
8076,21,21,100.0000
8078,117,117,100.0000
8081,58,58,100.0000
8082,128,128,100.0000
8089,119,119,100.0000
8090,55,55,100.0000
8097,113,113,100.0000
8098,48,48,100.0000
8099,54,54,100.0000
8114,50,50,100.0000
8115,131,131,100.0000
8122,115,115,100.0000
8123,20,20,100.0000
8128,116,116,100.0000
8129,47,47,100.0000
8140,56,56,100.0000
8141,124,124,100.0000
8159,134,134,100.0000
8160,65,65,100.0000
8163,6,6,100.0000
8164,76,76,100.0000
8166,130,130,100.0000
8167,124,124,100.0000
8168,5,5,100.0000
8169,72,72,100.0000
8170,118,118,100.0000
8171,139,139,100.0000
8172,140,140,100.0000
8173,142,142,100.0000
8174,10,10,100.0000
8175,68,68,100.0000
8176,1,1,100.0000
8179,135,135,100.0000
8180,3,3,100.0000
8181,78,78,100.0000
8182,1,1,100.0000
8183,4,4,100.0000
8184,111,111,100.0000
8186,1,1,100.0000
8187,68,68,100.0000
8188,144,144,100.0000
8192,141,141,100.0000
8193,79,79,100.0000
8194,5,5,100.0000
8198,141,141,100.0000
8199,71,71,100.0000
8201,141,141,100.0000
8202,143,143,100.0000
8203,132,132,100.0000
8204,79,79,100.0000
8205,124,124,100.0000
8206,69,69,100.0000
8208,4,4,100.0000
8210,122,122,100.0000
8213,2,2,100.0000
8216,83,83,100.0000
8218,144,144,100.0000
8219,29,29,100.0000
8220,143,143,100.0000
8221,140,140,100.0000
8223,21,21,100.0000
8225,57,57,100.0000
8226,128,128,100.0000
8231,141,141,100.0000
8234,1,1,100.0000
8235,77,77,100.0000
8236,131,131,100.0000
8237,3,3,100.0000
8239,139,139,100.0000
8241,73,73,100.0000
8242,2,2,100.0000
8244,1,1,100.0000
8245,39,39,100.0000
8247,2,2,100.0000
8248,118,118,100.0000
8250,74,74,100.0000
8255,80,80,100.0000
8258,66,66,100.0000
8263,146,146,100.0000
8264,3,3,100.0000
8275,72,72,100.0000
8276,1,1,100.0000
8282,133,133,100.0000
8287,114,114,100.0000
8288,2,2,100.0000
8301,3,3,100.0000
8305,72,72,100.0000
8321,3,3,100.0000
8323,126,126,100.0000
8325,60,60,100.0000
8326,143,143,100.0000
8328,88,88,100.0000
8330,2,2,100.0000
8334,127,127,100.0000
8335,147,147,100.0000
8337,2,2,100.0000
8338,1,1,100.0000
8340,46,46,100.0000
8341,3,3,100.0000
8355,56,56,100.0000
8356,52,52,100.0000
8357,160,160,100.0000
8365,83,83,100.0000
8366,73,73,100.0000
8367,145,145,100.0000
8370,138,138,100.0000
8371,35,35,100.0000
8372,57,57,100.0000
8380,99,99,100.0000
8381,49,49,100.0000
8382,149,149,100.0000
8385,119,119,100.0000
8386,29,29,100.0000
8387,47,47,100.0000
8400,80,80,100.0000
8401,61,61,100.0000
8402,154,154,100.0000
8415,90,90,100.0000
8416,84,84,100.0000
8417,150,150,100.0000
8420,121,121,100.0000
8421,8,8,100.0000
8422,35,35,100.0000
8430,64,64,100.0000
8431,91,91,100.0000
8432,153,153,100.0000
8445,69,69,100.0000
8446,73,73,100.0000
8447,156,156,100.0000
8455,92,92,100.0000
8456,9,9,100.0000
8457,19,19,100.0000
8460,78,78,100.0000
8461,86,86,100.0000
8462,158,158,100.0000
8485,61,61,100.0000
8486,58,58,100.0000
8487,152,152,100.0000
8490,92,92,100.0000
8491,2,2,100.0000
8492,18,18,100.0000
8495,80,80,100.0000
8496,80,80,100.0000
8497,153,153,100.0000
8515,91,91,100.0000
8517,12,12,100.0000
8520,91,91,100.0000
8521,81,81,100.0000
8522,158,158,100.0000
8530,74,74,100.0000
8531,75,75,100.0000
8532,163,163,100.0000
8540,88,88,100.0000
8542,10,10,100.0000
8550,84,84,100.0000
8551,69,69,100.0000
8552,156,156,100.0000
8555,151,151,100.0000
8556,91,91,100.0000
8557,79,79,100.0000
8565,75,75,100.0000
8566,59,59,100.0000
8567,153,153,100.0000
8570,94,94,100.0000
8580,81,81,100.0000
8581,69,69,100.0000
8582,157,157,100.0000
8595,149,149,100.0000
8596,75,75,100.0000
8597,86,86,100.0000
8600,93,93,100.0000
8602,5,5,100.0000
8605,79,79,100.0000
8606,88,88,100.0000
8607,153,153,100.0000
8625,84,84,100.0000
8626,67,67,100.0000
8627,156,156,100.0000
8630,84,84,100.0000
8632,22,22,100.0000
8635,78,78,100.0000
8636,81,81,100.0000
8637,153,153,100.0000
8640,156,156,100.0000
8646,67,67,100.0000
8647,96,96,100.0000
8650,28,28,100.0000
8653,28,28,100.0000
8654,25,25,100.0000
8655,28,28,100.0000
8660,27,27,100.0000
8663,35,35,100.0000
8665,34,34,100.0000
8667,22,22,100.0000
8668,18,18,100.0000
8669,25,25,100.0000
8672,17,17,100.0000
8675,42,42,100.0000
8676,15,15,100.0000
8677,15,15,100.0000
8680,24,24,100.0000
8682,30,30,100.0000
8687,39,39,100.0000
8688,22,22,100.0000
8690,45,45,100.0000
8691,26,26,100.0000
8692,30,30,100.0000
8693,26,26,100.0000
8695,18,18,100.0000
8696,42,42,100.0000
8697,14,14,100.0000
8698,37,37,100.0000
8700,30,30,100.0000
8703,33,33,100.0000
8705,35,35,100.0000
8707,26,26,100.0000
8709,23,23,100.0000
8712,7,7,100.0000
8714,11,11,100.0000
8715,3,3,100.0000
8718,6,6,100.0000
8719,4,4,100.0000
8720,11,11,100.0000
8724,4,4,100.0000
8726,5,5,100.0000
8728,4,4,100.0000
8730,5,5,100.0000
8733,7,7,100.0000
8734,10,10,100.0000
8735,9,9,100.0000
8738,9,9,100.0000
8739,7,7,100.0000
8740,9,9,100.0000
8744,4,4,100.0000
8745,3,3,100.0000
8746,4,4,100.0000
8748,7,7,100.0000
8749,12,12,100.0000
8752,11,11,100.0000
8754,4,4,100.0000
8755,9,9,100.0000
8759,3,3,100.0000
8762,4,4,100.0000
8763,10,10,100.0000
8765,8,8,100.0000
8766,8,8,100.0000
8767,6,6,100.0000
8770,5,5,100.0000
8772,12,12,100.0000
8773,8,8,100.0000
8776,19,19,100.0000
8779,6,6,100.0000
8782,9,9,100.0000
8784,10,10,100.0000
8786,8,8,100.0000
8787,12,12,100.0000
8788,12,12,100.0000
8791,11,11,100.0000
8793,11,11,100.0000
8794,16,16,100.0000
8796,9,9,100.0000
8797,9,9,100.0000
8806,13,13,100.0000
8807,13,13,100.0000
8809,13,13,100.0000
8810,6,6,100.0000
8811,17,17,100.0000
8812,10,10,100.0000
8813,9,9,100.0000
8814,13,13,100.0000
8815,17,17,100.0000
8817,7,7,100.0000
8820,13,13,100.0000
8821,10,10,100.0000
8822,17,17,100.0000
8828,15,15,100.0000
8829,9,9,100.0000
8831,17,17,100.0000
8833,8,8,100.0000
8836,2,2,100.0000
8841,3,3,100.0000
8846,5,5,100.0000
8849,1,1,100.0000
8851,3,3,100.0000
8860,4,4,100.0000
8869,4,4,100.0000
8872,5,5,100.0000
8873,4,4,100.0000
8875,1,1,100.0000
8878,1,1,100.0000
8881,2,2,100.0000
8888,3,3,100.0000
8897,7,7,100.0000
8904,2,2,100.0000
8905,3,3,100.0000
8907,6,6,100.0000
8910,4,4,100.0000
8911,1,1,100.0000
8913,4,4,100.0000
8919,4,4,100.0000
8924,4,4,100.0000
8928,5,5,100.0000
8940,1,1,100.0000
8941,2,2,100.0000
8946,3,3,100.0000
8947,5,5,100.0000
8950,3,3,100.0000
8957,7,7,100.0000
8958,15,15,100.0000
8960,13,13,100.0000
8961,11,11,100.0000
8963,6,6,100.0000
8965,11,11,100.0000
8966,14,14,100.0000
8969,11,11,100.0000
8970,10,10,100.0000
8973,20,20,100.0000
8976,7,7,100.0000
8977,13,13,100.0000
8978,7,7,100.0000
8980,13,13,100.0000
8983,13,13,100.0000
8985,18,18,100.0000
8986,10,10,100.0000
8987,10,10,100.0000
8988,11,11,100.0000
8990,10,10,100.0000
8992,11,11,100.0000
8994,7,7,100.0000
8995,11,11,100.0000
8997,6,6,100.0000
9001,7,7,100.0000
9003,13,13,100.0000
9004,15,15,100.0000
9006,14,14,100.0000
9012,10,10,100.0000
9013,10,10,100.0000
9014,8,8,100.0000
9017,16,16,100.0000
9019,14,14,100.0000
9020,13,13,100.0000
9021,5,5,100.0000
9024,10,10,100.0000
9027,11,11,100.0000
9029,17,17,100.0000
9032,16,16,100.0000
9034,19,19,100.0000
9036,27,27,100.0000
9037,21,21,100.0000
9039,19,19,100.0000
9042,19,19,100.0000
9046,24,24,100.0000
9048,24,24,100.0000
9049,28,28,100.0000
9061,50,50,100.0000
9062,47,47,100.0000
9063,53,53,100.0000
9066,31,31,100.0000
9068,54,54,100.0000
9069,33,33,100.0000
9070,51,51,100.0000
9071,50,50,100.0000
9075,46,46,100.0000
9076,50,50,100.0000
9077,49,49,100.0000
9078,46,46,100.0000
9079,21,21,100.0000
9085,28,28,100.0000
9087,37,37,100.0000
9088,28,28,100.0000
9089,48,48,100.0000
9090,47,47,100.0000
9097,51,51,100.0000
9099,43,43,100.0000
9100,55,55,100.0000
9103,24,24,100.0000
9104,39,39,100.0000
9106,31,31,100.0000
9110,50,50,100.0000
9111,50,50,100.0000
9114,53,53,100.0000
9115,27,27,100.0000
9116,27,27,100.0000
9117,50,50,100.0000
9118,47,47,100.0000
9209,15,15,100.0000
9210,21,21,100.0000
9214,24,24,100.0000
9215,17,17,100.0000
9217,12,12,100.0000
9218,14,14,100.0000
9226,24,24,100.0000
9227,22,22,100.0000
9230,20,20,100.0000
9231,19,19,100.0000
9233,11,11,100.0000
9235,26,26,100.0000
9236,24,24,100.0000
9237,12,12,100.0000
9239,21,21,100.0000
9242,22,22,100.0000
9246,11,11,100.0000
9250,17,17,100.0000
9251,23,23,100.0000
9252,20,20,100.0000
9253,25,25,100.0000
9255,20,20,100.0000
9258,16,16,100.0000
9260,22,22,100.0000
9261,18,18,100.0000
9262,12,12,100.0000
9264,26,26,100.0000
9265,11,11,100.0000
9266,23,23,100.0000
9267,13,13,100.0000
9268,15,15,100.0000
9269,144,144,100.0000
9272,134,134,100.0000
9274,147,147,100.0000
9276,134,134,100.0000
9278,146,146,100.0000
9280,144,144,100.0000
9281,144,144,100.0000
9284,131,131,100.0000
9285,159,159,100.0000
9289,148,148,100.0000
9290,132,132,100.0000
9295,156,156,100.0000
9297,144,144,100.0000
9298,156,156,100.0000
9299,143,143,100.0000
9303,150,150,100.0000
9306,142,142,100.0000
9307,19,19,100.0000
9308,137,137,100.0000
9309,148,148,100.0000
9310,151,151,100.0000
9311,136,136,100.0000
9313,145,145,100.0000
9316,139,139,100.0000
9318,149,149,100.0000
9319,134,134,100.0000
9324,151,151,100.0000
9325,149,149,100.0000
9326,158,158,100.0000
9328,136,136,100.0000
9329,148,148,100.0000
9332,104,104,100.0000
9333,132,132,100.0000
9334,129,129,100.0000
9336,77,77,100.0000
9338,138,138,100.0000
9340,145,145,100.0000
9341,117,117,100.0000
9344,130,130,100.0000
9347,101,101,100.0000
9348,113,113,100.0000
9352,93,93,100.0000
9354,117,117,100.0000
9356,104,104,100.0000
9359,88,88,100.0000
9360,133,133,100.0000
9361,117,117,100.0000
9362,121,121,100.0000
9364,98,98,100.0000
9373,136,136,100.0000
9374,102,102,100.0000
9377,122,122,100.0000
9378,124,124,100.0000
9379,99,99,100.0000
9380,136,136,100.0000
9381,114,114,100.0000
9382,118,118,100.0000
9385,108,108,100.0000
9386,122,122,100.0000
9388,135,135,100.0000
9389,135,135,100.0000
9390,115,115,100.0000
9452,7,7,100.0000
9456,4,4,100.0000
9457,14,14,100.0000
9459,15,15,100.0000
9466,5,5,100.0000
9467,6,6,100.0000
9469,10,10,100.0000
9470,6,6,100.0000
9471,12,12,100.0000
9472,13,13,100.0000
9473,6,6,100.0000
9475,4,4,100.0000
9476,8,8,100.0000
9477,8,8,100.0000
9480,12,12,100.0000
9482,10,10,100.0000
9483,10,10,100.0000
9484,8,8,100.0000
9486,8,8,100.0000
9490,6,6,100.0000
9492,5,5,100.0000
9493,7,7,100.0000
9494,8,8,100.0000
9496,9,9,100.0000
9498,6,6,100.0000
9501,10,10,100.0000
9503,5,5,100.0000
9504,9,9,100.0000
9508,15,15,100.0000
9511,6,6,100.0000
9512,11,11,100.0000
9515,94,94,100.0000
9518,88,88,100.0000
9519,90,90,100.0000
9521,97,97,100.0000
9522,45,45,100.0000
9523,84,84,100.0000
9526,42,42,100.0000
9528,33,33,100.0000
9531,56,56,100.0000
9533,93,93,100.0000
9538,57,57,100.0000
9541,88,88,100.0000
9545,89,89,100.0000
9547,94,94,100.0000
9550,85,85,100.0000
9551,82,82,100.0000
9552,94,94,100.0000
9553,42,42,100.0000
9554,78,78,100.0000
9555,90,90,100.0000
9556,53,53,100.0000
9557,46,46,100.0000
9558,86,86,100.0000
9559,93,93,100.0000
9560,51,51,100.0000
9561,84,84,100.0000
9563,47,47,100.0000
9564,72,72,100.0000
9565,90,90,100.0000
9568,95,95,100.0000
9569,94,94,100.0000
9574,76,76,100.0000
9576,47,47,100.0000
9577,74,74,100.0000
9580,68,68,100.0000
9581,67,67,100.0000
9582,80,80,100.0000
9583,71,71,100.0000
9586,46,46,100.0000
9587,47,47,100.0000
9589,71,71,100.0000
9591,74,74,100.0000
9592,73,73,100.0000
9594,78,78,100.0000
9596,45,45,100.0000
9598,87,87,100.0000
9601,50,50,100.0000
9602,74,74,100.0000
9603,76,76,100.0000
9604,75,75,100.0000
9605,79,79,100.0000
9609,63,63,100.0000
9613,65,65,100.0000
9614,45,45,100.0000
9615,77,77,100.0000
9616,67,67,100.0000
9617,67,67,100.0000
9621,68,68,100.0000
9626,62,62,100.0000
9629,45,45,100.0000
9630,71,71,100.0000
9633,72,72,100.0000
9637,9,9,100.0000
9638,4,4,100.0000
9639,5,5,100.0000
9640,3,3,100.0000
9641,7,7,100.0000
9643,6,6,100.0000
9644,6,6,100.0000
9646,5,5,100.0000
9651,3,3,100.0000
9653,6,6,100.0000
9654,3,3,100.0000
9655,5,5,100.0000
9656,3,3,100.0000
9657,6,6,100.0000
9658,2,2,100.0000
9659,2,2,100.0000
9661,2,2,100.0000
9662,10,10,100.0000
9664,7,7,100.0000
9667,7,7,100.0000
9668,6,6,100.0000
9671,2,2,100.0000
9677,9,9,100.0000
9678,11,11,100.0000
9679,4,4,100.0000
9683,10,10,100.0000
9684,1,1,100.0000
9685,10,10,100.0000
9687,5,5,100.0000
9690,2,2,100.0000
9691,7,7,100.0000
9706,2,2,100.0000
9708,2,2,100.0000
9726,3,3,100.0000
9728,5,5,100.0000
9741,1,1,100.0000
9744,2,2,100.0000
9755,3,3,100.0000
9761,2,2,100.0000
9768,1,1,100.0000
9772,3,3,100.0000
9795,2,2,100.0000
9800,5,5,100.0000
9814,3,3,100.0000
9818,328,328,100.0000
9819,374,374,100.0000
9820,325,325,100.0000
9821,345,345,100.0000
9825,304,304,100.0000
9829,107,107,100.0000
9831,343,343,100.0000
9834,132,132,100.0000
9835,344,344,100.0000
9836,306,306,100.0000
9837,326,326,100.0000
9838,318,318,100.0000
9841,126,126,100.0000
9844,310,310,100.0000
9845,147,147,100.0000
9846,174,174,100.0000
9847,336,336,100.0000
9849,340,340,100.0000
9853,328,328,100.0000
9858,125,125,100.0000
9860,321,321,100.0000
9861,126,126,100.0000
9862,306,306,100.0000
9864,334,334,100.0000
9869,331,331,100.0000
9870,232,232,100.0000
9872,339,339,100.0000
9873,140,140,100.0000
9875,244,244,100.0000
9877,326,326,100.0000
9878,346,346,100.0000
9879,110,110,100.0000
9880,126,126,100.0000
9882,272,272,100.0000
9883,104,104,100.0000
9888,277,277,100.0000
9889,279,279,100.0000
9890,265,265,100.0000
9891,86,86,100.0000
9893,226,226,100.0000
9901,281,281,100.0000
9903,263,263,100.0000
9906,150,150,100.0000
9907,296,296,100.0000
9908,278,278,100.0000
9909,276,276,100.0000
9914,189,189,100.0000
9915,252,252,100.0000
9917,264,264,100.0000
9922,240,240,100.0000
9925,267,267,100.0000
9926,296,296,100.0000
9927,268,268,100.0000
9929,100,100,100.0000
9931,248,248,100.0000
9932,276,276,100.0000
9933,262,262,100.0000
9934,228,228,100.0000
9935,126,126,100.0000
9936,106,106,100.0000
9938,249,249,100.0000
9939,264,264,100.0000
9940,4,4,100.0000
9949,7,7,100.0000
9959,9,9,100.0000
9962,6,6,100.0000
9964,8,8,100.0000
9969,8,8,100.0000
9973,7,7,100.0000
9977,8,8,100.0000
9979,6,6,100.0000
9981,6,6,100.0000
9984,8,8,100.0000
9986,12,12,100.0000
9997,9,9,100.0000
9998,4,4,100.0000
10002,5,5,100.0000
10004,7,7,100.0000
10005,4,4,100.0000
10007,4,4,100.0000
10009,3,3,100.0000
10011,4,4,100.0000
10013,7,7,100.0000
10019,6,6,100.0000
10030,8,8,100.0000
10037,4,4,100.0000
10040,10,10,100.0000
10043,7,7,100.0000
10045,5,5,100.0000
10048,6,6,100.0000
10051,4,4,100.0000
10056,8,8,100.0000
10058,4,4,100.0000
10063,91,91,100.0000
10064,95,95,100.0000
10066,94,94,100.0000
10068,114,114,100.0000
10069,75,75,100.0000
10070,111,111,100.0000
10073,115,115,100.0000
10074,26,26,100.0000
10075,116,116,100.0000
10077,99,99,100.0000
10078,75,75,100.0000
10080,98,98,100.0000
10081,103,103,100.0000
10082,29,29,100.0000
10087,107,107,100.0000
10088,96,96,100.0000
10095,5,5,100.0000
10096,113,113,100.0000
10099,51,51,100.0000
10103,99,99,100.0000
10106,103,103,100.0000
10110,103,103,100.0000
10111,9,9,100.0000
10112,13,13,100.0000
10113,115,115,100.0000
10114,52,52,100.0000
10116,107,107,100.0000
10117,100,100,100.0000
10119,112,112,100.0000
10122,12,12,100.0000
10125,8,8,100.0000
10134,9,9,100.0000
10135,12,12,100.0000
10139,9,9,100.0000
10143,9,9,100.0000
10147,9,9,100.0000
10148,11,11,100.0000
10149,9,9,100.0000
10154,8,8,100.0000
10157,10,10,100.0000
10161,9,9,100.0000
10163,7,7,100.0000
10164,8,8,100.0000
10170,8,8,100.0000
10172,10,10,100.0000
10177,7,7,100.0000
10180,9,9,100.0000
10181,8,8,100.0000
10184,9,9,100.0000
10190,12,12,100.0000
10193,11,11,100.0000
10201,11,11,100.0000
